NPRC-AWD|v2|2026-07-01|B30|2026-06-28
C|N24464040|Kellerhaus|Richard|| 177|1971-05-08|1975-11-03|SO|Kellerhaus|Rafael|7733 Walnut Ter|St. Louis|MO|63150|Y|R|SSG
A|N24464040|PH|1|0|Y|R. KELLERHAUS|NPRC Form 13, item 6
C|N85857598|Palomares|Hector|E| 681|1945-01-19|1950-09-19|DA|Palomares|Andre|2162 Magnolia St|San Antonio|TX|78255-0894|Y|R|SGT
A|N85857598|BSM|1|0|Y|H. PALOMARES|NPRC Form 13, item 6
A|N85857598|CMB|1|2|N||NPRC Form 13, item 6
C|N39470134|Okonkwo|Sandra|M| 762|1942-06-25|1945-12-13|DA|Okonkwo-Bell|Michael|787 Washington Rd|Knoxville|TN|37953|Y|R|CPL
A|N39470134|AOM|1|2|N||NPRC Form 13, item 6
A|N39470134|CMB|1|1|N||NPRC Form 13, item 6
A|N39470134|AM|1|2|Y|S. OKONKWO|NPRC Form 13, item 6
C|N22775651|Villanueva|Brandon|| 542|1940-10-09|1943-01-03|SP|Villanueva-Cox|Amanda|7079 Jefferson St Apt 17C|Denver|CO|80281-8450|Y|R|SPC
A|N22775651|ACM|1|1|N||NPRC Form 13, item 6
A|N22775651|ADSM|1|0|N||NPRC Form 13, item 6
A|N22775651|GCM|1|1|N||NPRC Form 13, item 6
C|N89586539|Montgomerie|John|| 148|1962-08-11|1967-10-05|SO|Montgomerie|Susan|4843 Sycamore Dr|Chicago|IL|60638-5844|Y|R|CW4
A|N89586539|RVNGC|1|0|N||NPRC Form 13, item 6
C|N89888725|Nethercott|Jessica|| 422|1940-05-02|1942-12-14|SP|Nethercott|Mildred|9490 Cedar St|Memphis|TN|38160|Y|E|T/5
A|N89888725|EAMECM|1|1|N||NPRC Form 13, item 6
A|N89888725|SS|1|2|Y|J. NETHERCOTT|NPRC Form 13, item 6
C|N29051695|THORNBURY|Terrence|C|8148|1979-07-08|1983-08-15|SE|THORNBURY|Terrence|8319 Lincoln Dr|Fort Wayne|IN|46800|N|R|COL
A|N29051695|AAM|1|2|N||NPRC Form 13, item 6
A|N29051695|PB|1|0|N||NPRC Form 13, item 6
C|N63201720|Hargreave|Mark|C|5016|2005-05-21|2009-01-02|SE|Hargreave|Mark|990 Magnolia St|Tacoma|WA|98419-4024|N|R|CW4
A|N63201720|NDSM|1|0|N||NPRC Form 13, item 6
A|N63201720|KDSM|1|2|N||NPRC Form 13, item 6
A|N00000000|PH|1|0|Y|ORPHAN AWARD RECORD|NPRC Form 13, item 6
C|N24464040|Kellerhaus|Richard|| 177|1971-05-08|1975-11-03|SO|Kellerhaus|Rafael|7733 Walnut Ter|St. Louis|MO|63150|Y|R|SSG
C|N99999999|MALFORMED
T|10|17
