NPRC-AWD|v2|2026-08-31|B44|2026-08-28
C|N35301132|Nethercott|Dorothy|| 330|1973-03-15|1977-05-07|PA|Nethercott|Brandon|6917 Pershing Ct|Lawton|OK|73531|Y|R|MAJ
A|N35301132|AM|1|2|Y|D. NETHERCOTT|NPRC Form 13, item 6
A|N35301132|NDSM|1|0|N||NPRC Form 13, item 6
A|N35301132|GCM|1|2|N||NPRC Form 13, item 6
A|N35301132|MUC|1|2|N||NPRC Form 13, item 6
C|N73369965|Urquhart|Earl|J| 684|1940-09-06|1945-10-18|SO|Urquhart|Darnell|3722 Ridgway Ct|Las Vegas|NV|89149|Y|C|SPC
A|N73369965|PLM|1|0|N||NPRC Form 13, item 6
C|N51851641|Kestleman|Frances|T| 536|1973-07-25|1976-05-14|SE|Kestleman|Frances|7993 Walnut Dr|Indianapolis|IN|46295|N|R|CPL
A|N51851641|PH|1|1|Y|F. KESTLEMAN|NPRC Form 13, item 6
A|N51851641|HSLB|1|1|N||NPRC Form 13, item 6
C|N73371495|Kestleman|Harold|C| 819|1941-01-22|1946-06-24|SO|Kestleman|Anthony|3823 Maple Ave|Worcester|MA|01632|Y|R|S/SGT
A|N73371495|WWIIVM|1|0|N||NPRC Form 13, item 6
C|N19916871|YELLOWLEY|Luis|L|7126|2008-04-04|2013-01-02|GC|YELLOWLEY|Jose|264 Madison St|Peoria|IL|61672|N|R|CW2
A|N19916871|KDSM|1|0|N||NPRC Form 13, item 6
A|N19916871|CMB|1|2|N||NPRC Form 13, item 6
A|N19916871|ICM|1|2|N||NPRC Form 13, item 6
A|N19916871|PH|1|1|Y|L. YELLOWLEY|NPRC Form 13, item 6
A|N19916871|GCM|1|2|N||NPRC Form 13, item 6
A|N19916871|PB|1|1|N||NPRC Form 13, item 6
C|N44505624|Ellingboe|Andre|M| 650|1940-01-17|1945-04-06|SO|Ellingboe|Andrew|6933 Patton St|Des Moines|IA|50329|Y|R|SGT
A|N44505624|SS|1|2|Y|A. ELLINGBOE|NPRC Form 13, item 6
A|N44505624|BSM|1|1|Y|A. ELLINGBOE|NPRC Form 13, item 6
C|N19472038|Vanterpool|Stephanie|R| 407|1942-03-14|1946-12-07|DA|Vanterpool|Carlos|7785 Washington Blvd Apt 17D|Grand Rapids|MI|49554-8252|Y|R|T/5
A|N19472038|ACM|1|0|N||NPRC Form 13, item 6
A|N19472038|WWIIVM|1|1|N||NPRC Form 13, item 6
A|N19472038|APCM|1|2|N||NPRC Form 13, item 6
C|N62318787|Zabrowski|Richard|F| 454|1948-09-12|1950-10-14|DA|Zabrowski|Jeffrey|7835 Poplar Ct|Portland|OR|97264|N|R|SSG
A|N62318787|CMB|1|2|N||NPRC Form 13, item 6
A|N62318787|POW|1|2|N||NPRC Form 13, item 6
A|N00000000|PH|1|0|Y|ORPHAN AWARD RECORD|NPRC Form 13, item 6
C|N35301132|Nethercott|Dorothy|| 330|1973-03-15|1977-05-07|PA|Nethercott|Brandon|6917 Pershing Ct|Lawton|OK|73531|Y|R|MAJ
C|N99999999|MALFORMED
T|10|22
